pdf,Title,page,case_No,last_page
e6,Paper Sys. v. Nippon Paper Indus. Co.,536,32,540.0
e6,"Ciardi v. F. Hoffmann La Roche, Ltd.",541,33,562.0
e6,Wilson v. Avemco Ins. Co.,563,34,572.0
e6,New York v. Feldman,573,35,587.0
e6,"In re Napster, Inc. Copyright Litig.",588,36,617.0
e6,In re Vitamins Antitrust Litig.,618,37,654.0
e6,Davidson v. Microsoft Corp.,655,38,670.0
e6,"Confre Cellars, Inc. v. Robinson",671,39,698.0
e6,"Eurotech, Inc. v. Cosmos European Travels Aktiengesellschaft",699,40,712.0
e6,"Bailey v. Allgas, Inc.",713,41,736.0
e6,"Intellective, Inc. v. Mass. Mut. Life Ins. Co.",737,42,753.0
e6,Berghausen v. Microsoft Corp.,754,43,762.0
e6,BRISTOL HOTELS & RESORTS v. NATIONAL COUNCIL ON COMPENSATION INS.,763,44,774.0
e6,Kruman v. Christie's Int'l PLC,775,45,796.0
e6,MORROW v. AMERICAN INT'L GROUP,797,46,806.0
e6,"Commercial Data Servers, Inc. v. IBM",807,47,817.0
e6,"First Med Representatives, LLC v. Futura Med. Corp.",818,48,836.0
e6,Fraser v. Major League Soccer,837,49,857.0
e6,Bristol Window & Door v. Hoogenstyn,858,50,868.0
e6,"Abbott Labs. v. Baxter Int'l, Inc.",869,51,883.0
e6,"Cavalier Tel., LLC v. Verizon Va. Inc.",884,52,900.0
e6,Howe v. Bank for Int'l Settlements,901,53,927.0
e6,Bunker's Glass Co. v. Pilkington PLC,928,54,943.0
e6,In re Northwest Airlines Corp.,944,55,963.0
e6,S & S Forage & Equip. Co. v. Up N. Plastics,964,56,973.0
e6,Martello v. Blue Cross & Blue Shield of Md.,974,57,1002.0
e6,DeLoach v. Philip Morris Cos.,1003,58,1026.0
e6,"Republic Tobacco, L.P. v. N. Atl. Trading Co.",1027,59,1051.0
e6,Bailey v. Flue-Cured Tobacco Coop. Stabilization Corp.,1052,60,1064.0
e6,ROJAS v. SOTO,1065,61,1073.0
e6,Transmission Agency v. Sierra Pac. Power Co.,1074,62,1090.0
e6,Vacco v. Microsoft Corp.,1091,63,1113.0
e6,"ChoiceParts, LLC v. GMC",1114,64,1135.0
e6,Minuteman v. Microsoft Corp.,1136,65,1143.0
e6,Blue Line Publ. v. Chi. Blackhawk Hockey Team,1144,66,1148.0
e6,"Ftc v. Libbey, Inc.",1149,67,1168.0
e6,Mich. Paytel Joint Venture v. City of Detroit,1169,68,1186.0
e6,R. J. Reynolds Tobacco Co. v. Philip Morris,1187,69,1225.0
e6,"Southern Tool & Supply, Inc. v. Beerman Precision, Inc.",1226,70,1233.0
e6,"Toscano v. PGA Tour, Inc.",1234,71,1252.0
e6,Covad Communs. Co. v. Bell Atl. Corp.,1253,72,1266.0
e6,"Theme Promotions, Inc. v. News Am. FSI",1267,73,1274.0
e6,In re Brand Name Prescription Drugs Antitrust Litig.,1275,74,1281.0
e6,Siena v. Microsoft Corp.,1282,75,1288.0
e6,"Geneva Pharms. Tech. Corp. v. Barr Labs., Inc.",1289,76,1345.0
e6,"Automated Tech. Machs., Inc. v. Diebold",1346,77,1356.0
e6,"Conwood Co., L.P. v. U.S. Tobacco Co.",1357,78,1383.0
e6,Town of Neenah Sanitary Dist. No. 2 v. City of Neenah,1384,79,1393.0
e6,In re Northwest Airlines Corp. Antitrust Litig.,1394,80,1454.0
e6,Martin v. Stites,1455,81,1472.0
e6,United States Telecom Ass'n v. Fcc,1473,82,1486.0
e6,Posr v. Killackey,1487,83,1502.0
e6,"Indep. Ink, Inc. v. Trident, Inc.",1503,84,1526.0
e6,Lubbock Bev. Co. v. Miller Brewing Co.,1527,85,1554.0
e6,Metro. Life Ins. Co. v. Balinas,1555,86,1561.0
e6,"Lamar County Elec. Coop. Ass'n v. Rayburn Country Elec. Coop., Inc.",1562,87,1568.0
e6,LEVITSKY v. FARMERS INS. GROUP OF COS.,1569,88,1573.0
e6,"Gen. Cigar Holdings, Inc. v. Altadis, S.A.",1574,89,1602.0
e6,Ren v. Philip Morris,1603,90,1617.0
e6,Comes v. Microsoft Corp.,1618,91,1632.0
e6,New York v. Microsoft Corp.,1633,92,1663.0
e6,"Scheiber v. Dolby Labs., Inc.",1664,93,1673.0
e6,Intervest Fin. Servs. v. S.G. Cowen Secs. Corp.,1674,94,1695.0
e6,"Law Offices of Curtis v. Trinko, L.L.P.",1696,95,1724.0
e6,Chugach Elec. Ass'n v. Regulatory Comm'n of Alaska,1725,96,1737.0
e6,BE&K Constr. Co. v. NLRB,1738,97,1759.0
e6,Daly v. Harris,1760,98,1801.0
e6,"GE v. Latin Am. Imports, S.A.",1802,99,1810.0
e6,"DJ Mfg. Corp. v. Tex-Shield, Inc.",1811,100,
e7,TEXTRON FIN. CORP. v. NATIONAL UNION FIRE INS. CO.,21,1,33.0
e7,Nystrom v. Trex Co.,34,2,39.0
e7,McNamara v. Bre-X Minerals Ltd.,40,3,53.0
e7,Tassy v. Brunswick Hosp. Ctr.,54,4,66.0
e7,"Tassy v. Brunswick Hosp. Ctr., Inc.",67,5,79.0
e7,"ACT, Inc. v. Sylvan Learning Sys.",80,6,93.0
e7,"Holiday Wholesale, et al v. Philip Morris, et al.",94,7,159.0
e7,G-I Holdings v. Baron & Budd,160,8,193.0
e7,"Eurotech, Inc. v. Cosmos European Travels Aktiengesellschaft",194,9,213.0
e7,"Ohio Bell Tel. Co. v. CoreComm Newco, Inc.",214,10,227.0
e7,Dee-K Enters. v. Heveafil Sdn. Bhd.,228,11,241.0
e7,In re Auto. Refinishing Paint Antitrust Litig.,242,12,258.0
e7,Covad Communs. Co. v. BellSouth Corp.,259,13,281.0
e7,"Fresh Made, Inc. v. Lifeway Foods, Inc.",282,14,303.0
e7,"Apani Southwest, Inc. v. Coca-Cola Enters.",304,15,323.0
e7,"Verizon N.J., Inc. v. Ntegrity Telecontent Servs.",324,16,346.0
e7,"Berlyn, Inc. v. Gazette Newspapers, Inc.",347,17,358.0
e7,"Dagher v. Saudi Ref., Inc.",359,18,371.0
e7,Donnelly Corp. v. Reitter & Schefenacker USA L.P.,372,19,384.0
e7,"Berlyn, Inc. v. Gazette Newspapers",385,20,409.0
e7,Flamingo Indus. v. United States Postal Serv.,410,21,426.0
e7,"Haynes Trane Serv. Agency, Inc. v. Am. Std., Inc.",427,22,447.0
e7,"Pfau v. Reliant Energy, Inc. (In re Reliant Sec. Litig.)",448,23,456.0
e7,In re Warfarin Sodium Antitrust Litig.,457,24,500.0
e7,Avery Dennison Corp. v. Four Pillars Enter. Co.,501,25,513.0
e7,Mendoza v. Zirkle Fruit Co.,514,26,527.0
e7,"Yankees Entm't & Sports Network, LLC v. Cablevision Sys. Corp.",528,27,552.0
e7,Winoff Indus. v. Stone Container Corp. (In re Linerboard Antitrust Litig.),553,28,572.0
e7,Major v. Microsoft Corp.,573,29,581.0
e7,Turicentro v. Am. Airlines,582,30,599.0
e7,"Telecor Communs., Inc. v. Southwestern Bell Tel. Co.",600,31,626.0
e7,In re Terazosin Hydrochloride Antitrust Litig.,627,32,634.0
e7,"N. Am. Energy Sys., LLC v. New Eng. Energy Mgmt.",635,33,643.0
e7,Journal Publ'g Co. v. Hartford Courant Co.,644,34,662.0
e7,Broadway Theatre Corp. v. Buena Vista Pictures Distrib.,663,35,672.0
e7,Loeb Indus. v. Sumitomo Corp.,673,36,699.0
e7,Sanderson v. Brugman,700,37,707.0
e7,"Dresses for Less, Inc. v. CIT Group/Commercial Servs.",708,38,729.0
e7,"Marchon Eyewear, Inc. v. Tura LP",730,39,747.0
e7,"Spradlin v. Lakestates Workplace Solutions, Inc. (In re Spradlin)",748,40,754.0
e7,"Surgical Care Ctr. of Hammond, L.C. v. Hosp. Serv. Dist. No. 1",755,41,764.0
e7,Livingston Downs Racing Ass'n v. Jefferson Downs Corp.,765,42,792.0
e7,Dickson v. Microsoft Corp.,793,43,819.0
e7,A Fisherman's Best v. Rec. Fishing Alliance,820,44,831.0
e7,Elkins v. Microsoft Corp.,832,45,844.0
e7,NEW YORK v. MICROSOFT,845,46,899.0
e7,New York v. Microsoft Corp.,900,47,964.0
e7,New York v. Microsoft Corp.,965,48,1022.0
e7,New York v. Microsoft Corp.,1023,49,1058.0
e7,United States v. Microsoft Corp.,1059,50,1104.0
e7,Golan v. Pingel Enter.,1105,51,1121.0
e7,Rolex Watch U.S.A. v. Zeotec Diamonds,1122,52,1133.0
e7,"Innomed Labs, LLC v. Alza Corp.",1134,53,1143.0
e7,"Woman's Clinic, Inc. v. St. John's Health Sys.",1144,54,1160.0
e7,Gross v. Woodman's Food Mkt.,1161,55,1188.0
e7,Scana Energy Mktg. v. Cobb Energy Mgmt. Corp.,1189,56,1196.0
e7,"Cadence Design Systems, Inc. v. Avant! Corp.",1197,57,1211.0
e7,"Fieldturf, Inc. v. Southwest Rec. Indus.",1212,58,1243.0
e7,Smithkline Beecham Corp. v. E. Applicators,1244,59,1251.0
e7,Viazis v. Am. Ass'n of Orthodontists,1252,60,1261.0
e7,"Elec. Inspectors, Inc. v. Vill. of E. Hills",1262,61,1280.0
e7,"Morris Communs. Corp. v. PGA Tour, Inc.",1281,62,1301.0
e7,People ex rel. Bill Lockyer v. Fremont Life Ins. Co.,1302,63,1325.0
e7,Ciamaichelo v. Independence Blue Cross,1326,64,1331.0
e7,Covad Communs. Co. v. Bellsouth Corp.,1332,65,1341.0
e7,Friedman v. Salomon/Smith Barney,1342,66,1349.0
e7,"Gregory v. Albertson's, Inc.",1350,67,1362.0
e7,"Sunny Isle Shopping Ctr., Inc. v. Xtra Super Food Ctrs., Inc.",1363,68,1375.0
e7,"Wallis v. Giromex, Inc.",1376,69,1382.0
e7,"Pepsico, Inc. v. Coca-Cola Co.",1383,70,1394.0
e7,Wal-Mart Stores v. Rodriguez,1395,71,1420.0
e7,Whitehall Co. v. Merrimack Valley Distrib. Co.,1421,72,1430.0
e7,"Brunson Communs., Inc. v. Arbitron, Inc.",1431,73,1465.0
e7,"Ashley Creek Phosphate Co. v. Chevron USA, Inc.",1466,74,1491.0
e7,Phillips Getschow Co. v. Green Bay Brown County Prof'l Football Stadium Dist.,1492,75,1503.0
e7,Daniel v. Am. Bd. of Emergency Med.,1504,76,1564.0
e7,"Menasha Corp. v. News Am. Mktg. In-Store, Inc.",1565,77,1547.0
e7,"Pub. Util. Dist. No. 1 v. Dynegy Power Mktg., Inc.(In re Cal. Wholesale Elec. Antitrust Litig.)",1548,78,1579.0
e7,"Four B Corp. v. Ueno Fine Chems. Indus., Ltd.",1580,79,1596.0
e7,Miller v. Am. Stock Exch. (in Re Stock Exchs. Options Trading Antitrust Litig.),1597,80,1617.0
e7,"Miller's Pond Co., L.L.C. v. City of New London",1618,81,1625.0
e7,Stop & Shop Supermarket Co. v. Blue Cross & Blue Shield,1626,82,1647.0
e7,Morales-Villalobos v. Garcia-Llorens,1648,83,1652.0
e7,"Big Island Candies, Inc. v. Cookie Corner",1653,84,1668.0
e7,"BAXTER INT'L, INC. v. ABBOTT LABS.",1669,85,1678.0
e7,Bronx Legal Servs. v. Legal Servs.,1679,86,1689.0
e7,Empagran S.A. v. F. Hoffman-Laroche,1690,87,1713.0
e7,Confederated Tribes of Siletz Indians v. Weyerhaeuser Co.,1714,88,1721.0
e7,"Trueposition, Inc. v. Allen Telecom",1722,89,1734.0
e7,"Money Masters, Inc. v. TRW, Inc.",1735,90,1743.0
e7,Star Fuel Marts v. Murphy Oil USA,1744,91,1759.0
e7,"Spanish Broad. Sys. v. Clear Channel Communs., Inc.",1760,92,1777.0
e7,"Royce v. Willowbrook Cemetery, Inc.",1778,93,1781.0
e7,In re S.D. Microsoft Antitrust Litig.,1782,94,1799.0
e7,"Coatings Res. Corp. v. Akzo Nobel Coatings, Inc.",1800,95,1801.0
e7,"Mikeron, Inc. v. Exxon Co., U.S.A.",1802,96,1814.0
e7,"Stolow v. Greg Manning Auctions, Inc.",1815,97,1837.0
e7,Kovac v. Crooked River Ranch Club & Maint. Ass'n,1838,98,1844.0
e7,"In Town Hotels Ltd. Pshp. v. Marriott Int'l, Inc.",1845,99,1865.0
e7,Four B Corp. v. Daicel Chem. Indus. ,1866,100,
e8,Carpet Group Int'l v. Oriental Rug Imps. Ass'n,21,1,63.0
e8,Vantico Holdings S.A. v. Apollo Mgmt.,64,2,81.0
e8,Korea Supply Co. v. Lockheed Martin Corp.,82,3,128.0
e8,SmithKline Beecham Corp. v. Apotex Corp.,129,4,169.0
e8,Volvo Commer. Fin. v. Jackson,170,5,182.0
e8,"Santana Prods. v. Bobrick Washroom Equip., Inc.",183,6,268.0
e8,Freeman v. San Diego Ass'n of Realtors,269,7,291.0
e8,Freeman v. San Diego Ass'n of Realtors,292,8,313.0
e8,"United Phosphorus, Ltd. v. Angus Chem. Co.",314,9,340.0
e8,"Am. Council of Certified Podiatric Physicians & Surgeons v. Am. Bd. of Podiatric Surgery, Inc.",341,10,351.0
e8,"Fine Airport Parking, Inc. v. City of Tulsa",352,11,367.0
e8,"James v. Arms Technology, Inc.",368,12,395.0
e8,Friedman v. Quest Int'l Fragrances Co.,396,13,398.0
e8,Kellogg Co. v. F. Hoffman La Roche Ltd. (In re Vitamins Antitrust Litig.),399,14,415.0
e8,"Ice Cream Liquidation, Inc. v. Land O'Lakes, Inc.",416,15,433.0
e8,Jac United States v. Precision Coated Prods.,434,16,458.0
e8,Team Obsolete Ltd. v. A.H.R.M.A. Ltd.,459,17,478.0
e8,"LePage's, Inc. v. 3M",479,18,517.0
e8,"Smith v. Tower Loan of Miss., Inc.",518,19,568.0
e8,"ID Sec. Sys. Can., Inc. v. Checkpoint Sys., Inc.",569,20,640.0
e8,"JES Props. v. USA Equestrian, Inc.",641,21,659.0
e8,Metallgesellschaft AG v. Sumitomo Corp. of Am.,660,22,667.0
e8,MetroNet Servs. Corp. v. US West Communs.,668,23,698.0
e8,"Spirit Airlines, Inc. v. Northwest Airlines, Inc.",699,24,725.0
e8,In re Visa Check/Mastermoney Antitrust Litig.,726,25,739.0
e8,NHL Players' Ass'n v. Plymouth Whalers Hockey Club,740,26,749.0
e8,Reynolds v. Bement,750,27,772.0
e8,"Commercial Data Servers, Inc. v. IBM",773,28,806.0
e8,In re Coordination Proceeding Special Title (Rule 1550(b)),807,29,821.0
e8,In re Coordination Proceeding Special Title Rule 1550b,822,30,837.0
e8,Boyle v. Giral,838,31,847.0
e8,United States v. Anderson,848,32,862.0
e8,Scripps Clinic v. Superior Court,863,33,886.0
e8,SOUTH COAST CAB CO. v. LaROCHELLE,887,34,890.0
e8,"Reyn's Pasta Bella, LLC v. Visa U.S.A., Inc.",891,35,903.0
e8,City of Sunland Park v. Macias,904,36,914.0
e8,"Phila. Eagles Football Club, Inc. v. City of Philadelphia",915,37,949.0
e8,"Sanderson Lincoln Mercury, Inc. v. Ford Motor Co.",950,38,959.0
e8,In re High Fructose Corn Syrup Antitrust Litig.,960,39,969.0
e8,In re Tamoxifen Citrate Antitrust Litig.,970,40,990.0
e8,Paladin Assocs. v. Montana Power Co.,991,41,1010.0
e8,"Bliss Clearing Niagara, Inc. v. Midwest Brake Bond Co.",1011,42,1024.0
e8,"USA Certified Merchs., LLC v. Koebel",1025,43,1048.0
e8,In re PG&E,1049,44,1087.0
e8,"Frosty Bites, Inc. v. Dippin' Dots, Inc.",1088,45,1101.0
e8,"Cavalier Tel., LLC v. Verizon Va., Inc.",1102,46,1121.0
e8,"Clontech Labs., Inc. v. Invitrogen Corp.",1122,47,1136.0
e8,In re Ciprofloxacin Hydrochloride Antitrust Litig.,1137,48,1204.0
e8,"Nat'l Rural Telcoms. Coop. v. DIRECTV, Inc.",1205,49,1229.0
e8,"Bucklew v. Hawkins, Ash, Baptie & Co., LLP",1230,50,1241.0
e8,Major League Baseball v. Crist,1242,51,1255.0
e8,"New York v. Salton, Inc.",1256,52,1262.0
e8,"New York v. Salton, Inc.",1263,53,1267.0
e8,Beech-Nut Nutrition Corp. v. Gerber Prods. Co.,1268,54,1273.0
e8,"Health Professionals, Ltd. v. Johnson",1274,55,1288.0
e8,"Vista Healthplan, Inc. v. Bristol-Myers Squibb Co.",1289,56,1335.0
e8,"Bourns, Inc. v. Raychem Corp.",1336,57,1345.0
e8,"Podiatrist Ass'n v. La Cruz Azul de P.R., Inc.",1346,58,1360.0
e8,In re Compact Disc Minimum Advertised Price Antitrust Litig.,1361,59,1389.0
e8,"Louisiana Wholesale Drug Co. v. Hoechst Marion Roussel, Inc. (In re Cardizem CD Antitrust Litig.)",1390,60,1408.0
e8,"Southeast Cancer Network, P.C. v. DCH Healthcare Auth., Inc.",1409,61,1415.0
e8,"Byars v. SCME Mortgage Bankers, Inc.",1416,62,1432.0
e8,Daniel v. Am. Bd. of Emergency Med.,1433,63,1436.0
e8,"Eco Mfg. LLC v. Honeywell Int'l, Inc.",1437,64,1470.0
e8,In re Public Offering Fee Antitrust Litig.,1471,65,1478.0
e8,"Sun Microsystems, Inc. v. Microsoft Corp. (In re Microsoft Corp. Antitrust Litig.)",1479,66,1495.0
e8,Koenig v. Automatic Data Processing,1496,67,1509.0
e8,"MGM Studios, Inc. v. Grokster, Ltd.",1510,68,1526.0
e8,In re Currency Conversion Fee Antitrust Litig.,1527,69,1581.0
e8,Northwest Aluminum Co. v. Hydro Aluminum Deutschland GmbH,1582,70,1592.0
e8,United States v. AMR Corp.,1593,71,1604.0
e8,Confederated Tribes of Siletz Indians of Or. v. Weyerhaeuser Co.,1605,72,1613.0
e8,"Static Control Components, Inc. v. Dallas Semiconductor Corp.",1614,73,1626.0
e8,Asher v. Abbott Labs.,1627,74,1628.0
e8,"Worldwide Basketball & Sports Tours, Inc. v. NCAA",1629,75,1634.0
e8,Gordon v. Lewistown Hosp.,1635,76,1703.0
e8,Bennett v. Cardinal Health Marmac Distribs.,1704,77,1715.0
e8,Dooley v. Crab Boat Owners Ass'n,1716,78,1729.0
e8,Coca-Cola Co. v. Harmar Bottling Co.,1730,79,1757.0
e8,"Conley Publ'g Group Ltd. v. Journal Communs., Inc.",1758,80,1777.0
e8,"Utilimax.com, Inc. v. PPL Energy Plus, LLC",1778,81,1793.0
e8,"Sun Microsystems, Inc. v. Microsoft Corp. (In re Microsoft Corp. Antitrust Litig.)",1794,82,1797.0
e8,In re Wellbutrin SR/Zyban Antitrust Litig.,1798,83,1805.0
e8,United States v. UPM-Kymmene Oyj,1806,84,1820.0
e8,"Worldwide Basketball & Sports Tours, Inc. v. NCAA",1821,85,1843.0
e8,Blumenthal v. Kimber Mfg.,1844,86,1856.0
e8,"Worldwide Basketball & Sports Tours, Inc. v. NCAA",1857,87,1880.0
e8,Sherwood v. Microsoft Corp.,1881,88,1923.0
e8,Indus. Burner Sys. v. Maxon Corp.,1924,89,1945.0
e8,"InterVest, Inc. v. Bloomberg, L.P.",1946,90,1968.0
e8,"United States v. Dentsply Int'l, Inc.",1969,91,2028.0
e8,McKenzie-Willamette Hosp. v. Peacehealth,2029,92,2050.0
e8,"Berlyn Inc. v. Gazette Newspapers, Inc.",2051,93,2060.0
e8,Roby v. Microsoft Corp. (In re Microsoft Corp. Antitrust Litig.),2061,94,2065.0
e8,Bunker's Glass Co. v. Pilkington PLC,2066,95,2084.0
e8,Cleveland v. Viacom Inc.,2085,96,2090.0
e8,"Adams v. Aventis, S.A.",2091,97,2098.0
e8,"Masco Contr. Servs. East, Inc. v. Beals",2099,98,2111.0
e8,"Sony Elecs., Inc. v. Soundview Techs., Inc.",2112,99,2117.0
e8,TVT Records v. Island Def Jam Music Group,2118,100,
e9,Blanchard & Co. v. Barrick Gold Corp.,21,1,39.0
e9,"Antioch Co. v. Scrapbook Borders, Inc.",40,2,67.0
e9,"E-Z Bowz, L.L.C. v. Prof'l Prod. Research Co.",68,3,116.0
e9,"Glen Holly Entm't, Inc. v. Tektronix Inc.",117,4,134.0
e9,Valley Drug Co. v. Geneva Pharms.,135,5,154.0
e9,"Group Health Plan, Inc. v. Philip Morris USA, Inc.",155,6,166.0
e9,"Grider v. Keystone Health Plan Cent., Inc.",167,7,215.0
e9,Williamson Oil Co. v. Philip Morris USA,216,8,248.0
e9,"Leopoldo Fontanillas, Inc. v. Luis Ayala Colon Sucesores, Inc.",249,9,264.0
e9,"George Lussier Enters. v. Subaru of New Eng., Inc.",265,10,280.0
e9,Stutzle v. Rhone-Poulenc S.A.,281,11,284.0
e9,Arani v. TriHealth Inc.,285,12,289.0
e9,In re Cardizem CD Antitrust Litig.,290,13,323.0
e9,"JES Props., Inc. v. USA Equestrian, Inc.",324,14,338.0
e9,Leider v. Ralfe,339,15,357.0
e9,Cunningham v. Bayer AG,358,16,367.0
e9,"Health Care Serv. Corp. v. Mylan Labs, Inc. (In re Lorazepam & Clorasepate Antitrust Litig.)",368,17,400.0
e9,Pittsburg County Rural Water Dist. No. 7 v. City of McAlester,401,18,428.0
e9,"DJ Mfg. Corp. v. Tex-Shield, Inc.",429,19,434.0
e9,Heary Bros. Lightning Prot. Co. v. Lightning Prot. Inst.,435,20,478.0
e9,"Drug Mart Pharm. Corp. v. Am. Home Prods., Corp.",479,21,486.0
e9,"Asahi Glass Co. v. Pentech Pharms., Inc.",487,22,496.0
e9,"Hall v. United Air Lines, Inc.",497,23,524.0
e9,Mahmud v. Bon Secours Charity Health Sys.,525,24,536.0
e9,In re Initial Pub. Offering Antitrust Litig.,537,25,562.0
e9,Bell v. Fur Breeders Agric. Coop.,563,26,574.0
e9,"Gulfstream Park Racing Ass'n v. Tampa Bay Downs, Inc.",575,27,597.0
e9,Italian Colors Rest. v. Am. Express Co.,598,28,607.0
e9,Global Minerals & Metals Corp. v. Superior Court,608,29,630.0
e9,"J. P. Morgan & Co., Inc. v. Superior Court",631,30,655.0
e9,"Valley Drug Co. v. Geneva Pharms., Inc.",656,31,672.0
e9,"DIRECTV, Inc. v. Cavanaugh",673,32,692.0
e9,United States Gypsum Co. v. Indiana Gas Co.,693,33,700.0
e9,"Southern Tool & Supply, Inc. v. Beerman Precision, Inc.",701,34,720.0
e9,"Reading Int'l, Inc. v. Oaktree Capital Mgmt. LLC",721,35,756.0
e9,Norbrook Labs. v. G.C. Hanford Mfg. Co.,757,36,789.0
e9,"United States v. Therm-All, Inc.",790,37,807.0
e9,In re Managed Care Litig.,808,38,859.0
e9,"Glen Holly Entm't, Inc. v. Tektronix Inc.",860,39,878.0
e9,Fisherman?s Wharf Bay Cruise Corp. v. Superior Court of San Francisco,879,40,909.0
e9,"Atl. Coast Airlines Holdings, Inc. v. Mesa Air Group, Inc.",910,41,932.0
e9,Norbrook Labs. v. G.C. Hanford Mfg. Co.,933,42,962.0
e9,"Sisters of Providence in Wash. v. A.A. Pain Clinic, Inc.",963,43,988.0
e9,Drug Mart Pharm. v. Am. Home Prods.,989,44,996.0
e9,"MedImmune, Inc. v. Genentech, Inc.",997,45,1013.0
e9,El Aguila Food Prods. v. Gruma Corp.,1014,46,1036.0
e9,"Star Tobacco, Inc. v. Darilek",1037,47,1056.0
e9,United States v. Rybicki,1057,48,1096.0
e9,Johnson v. Microsoft Corp.,1097,49,1109.0
e9,"Matsushita Elec. Indus. Co. v. Cinram Int'l, Inc.",1110,50,1121.0
e9,"Freedom Holdings, Inc. v. Spitzer",1122,51,1159.0
e9,"Menasha Corp. v. News Am. Mktg. In-Store, Inc.",1160,52,1164.0
e9,Warner Bros. Int'l Television Distrib. v. Golden Channels & Co.,1165,53,1198.0
e9,"Verizon Communs., Inc. v. Law Offices of Curtis V. Trinko, LLP",1199,54,1218.0
e9,"Lewis v. Philip Morris, Inc.",1219,55,1242.0
e9,Maugein v. Newmont Mining Corp.,1243,56,1249.0
e9,"Eastern Food Servs., Inc. v. Pontifical Catholic Univ. Servs. Ass'n",1250,57,1260.0
e9,"Am. Cent. E. Tex. Gas Co. v. Union Pac. Res. Group, Inc.",1261,58,1273.0
e9,Bernardo v. Planned Parenthood Federation of America,1274,59,1313.0
e9,Lee v. Trinity Lutheran Hosp.,1314,60,1329.0
e9,"Medical Supply Chain, Inc. v. GE",1330,61,1338.0
e9,"Baker v. IBP, Inc.",1339,62,1351.0
e9,Clarett v. NFL,1352,63,1389.0
e9,Pittsburg County Rural Water Dist. No. 7 v. City of McAlester,1390,64,1422.0
e9,Snake River Valley Elec. Ass'n v. Pacificorp,1423,65,1435.0
e9,Jung v. Ass'n of Am. Med. Colleges,1436,66,1494.0
e9,"McLaughlin Equip. Co. v. Newcourt Credit Group, Inc.",1495,67,1564.0
e9,"Rambus, Inc. v. Infineon Techs. AG",1565,68,1584.0
e9,Johnson v. Microsoft Corp.,1585,69,1589.0
e9,"In re Napster, Inc. Copyright Litig.",1590,70,1617.0
e9,Applied Med. Res. Corp. v. Johnson & Johnson,1618,71,1621.0
e9,In re Pharm. Indus. Average Wholesale Price Litig.,1622,72,1640.0
e9,In re Public Offering Antitrust Litig.,1641,73,1650.0
e9,U.S. Info. Sys. v. IBEW Local Union No. 3,1651,74,1676.0
e9,"Bocobo v. Radiology Consultants of S. Jersey, P.A.",1677,75,1685.0
e9,United States Postal Serv. v. Flamingo Indus. (USA) Ltd.,1686,76,1701.0
e9,Heritage Plastics Inc. v. Rohm & Haas Co.,1702,77,1711.0
e9,"Jackson v. W. Tenn. Healthcare, Inc.",1712,78,1724.0
e9,Southwire Co. v. J.P. Morgan Chase & Co.,1725,79,1746.0
e9,In re New Motor Vehicles Canadian Exp. Antitrust Litig.,1747,80,1754.0
e9,In re New Motor Vehicles Canadian Exp. Antitrust Litig.,1755,81,1768.0
e9,"Q-Pharma, Inc. v. Andrew Jergens Co.",1769,82,1781.0
e9,"Arthrocare Corp. v. Smith & Nephew, Inc.",1782,83,1787.0
e9,Donabedian v. Mercury Ins. Co.,1788,84,1810.0
e9,"Craftsmen Limousine, Inc. v. Ford Motor Co.",1811,85,1829.0
e9,"Medtronic AVE, Inc. v. Cordis Corp.",1830,86,1836.0
e9,"Smith v. Lucent Techs., Inc.",1837,87,1881.0
e9,Applera Corp. v. MJ Research Inc.,1882,88,1888.0
e9,"Duck Tours Seafari, Inc. v. City of Key West",1889,89,1898.0
e9,Khouw v. Methodist Hosps. of Dallas,1899,90,1907.0
e9,Coady Corp. v. Toyota Motor Distribs.,1908,91,1919.0
e9,Owens Corning v. R.J. Reynolds Tobacco Co.,1920,92,1933.0
e9,Arthur v. Microsoft Corp.,1934,93,1951.0
e9,"Star Fuel Marts, LLC v. Sam's E., Inc.",1952,94,1970.0
e9,"Fears v. Wilhelmina Model Agency, Inc.",1971,95,1993.0
e9,"Globetrotter Software, Inc. v. Elan Computer Group, Inc.",1994,96,2011.0
e9,"Agency Dev., Inc. v. MedAmerica Ins. Co.",2012,97,2026.0
e9,"Freedom Holdings, Inc. v. Spitzer",2027,98,2036.0
e9,GF Gaming Corp. v. Black Hawk Casino Owners Ass'n,2037,99,2052.0
e9,"PSKS, Inc. v. Leegin Creative Leather Prods.",2053,100,
f1,Jose v. M/V Fir Grove,21,1,30.0
f1,Mallitz v. Federal Packaging Corp.,31,2,43.0
f1,Utesch v. Dittmer,44,3,54.0
f1,North Carolina Elec. Membership Corp. v. Carolina Power & Light Co.,55,4,78.0
f1,"Clifford Electronics, Inc. v. Lo-Jack Corp.",79,5,81.0
f1,"Nicholls Pointing Coulson, Ltd. v. Transportation Underwriters of Louisiana, Inc.",82,6,87.0
f1,"Alaska Airlines, Inc. v. United Airlines, Inc.",88,7,105.0
f1,"A.O. Smith Corp. v. Lewis, Overbeck & Furman",106,8,124.0
f1,Sea Air Shuttle Corp. v. Virgin Islands Port Auth.,125,9,134.0
f1,"Bailey's, Inc. v. Windsor America, Inc.",135,10,150.0
f1,"Empire State Pharmaceutical Soc., Inc. v. Empire Blue Cross & Blue Shield",151,11,159.0
